cid,Comment,time,author,channel,votes,replies,photo,heart,reply,time_parsed
Ugx5CiAxje8dWDdVTjp4AaABAg.9AnVlAv3ml3A6p4I_WDMU5,"​@tx_7134 Came to the sub comments looking for this, wasnt disappointed. Theres always gotta be some dork know it all. ""Well AKSHUALLY....."" 🙄",4 months ago,@DeepPocketsEnt,UClw8EpRc6e-kMULrNGv58Vw,0,,https://yt3.ggpht.com/ytc/AIdro_l1Nh83gzIFtzNRZle1JOD0ZDPhdST3HqS8cS9-2Yc=s88-c-k-c0x00ffffff-no-rj,False,True,1723507756.86046
UgySBOwtIfLrKv-jdml4AaABAg.9MqsmPOYpFG9PzF47CvvVj,"I know it wasn’t it still isn’t a part of the MCU but Spider-Man, (The Raimi Movies) Are kinda what made the MCU, well the MCU!",3 years ago,@kevin_dur4nt,UCXtCofjMQa_V56EV9qjIL2w,2,,https://yt3.ggpht.com/PPQm3WCIOD34ddl4n5efnOjBD8qc6D2vvGrigaB9lwBz5yqJx0io4srNI7C1RPlOzEAjE4_c9w=s88-c-k-c0x00ffffff-no-rj,False,True,1639357757.323984
UgxJ-XC5AY65QOZk-5h4AaABAg.8uDOqPjoi4T93zRwddcZl0,He's dead? When did he die? It's been 12 years since Iron Man released. They haven't created another movie since then. How do you know he's dead?,4 years ago,@scuproductions,UCFqBjQEjyKVujYGDAOXacyA,0,,https://yt3.ggpht.com/tSJiPN6XDbG8ufyVxDsysMgSWKs71jB92GxSNHMphnTpPSxmDfdcFfotcZdj9bkH8RRPi4os0g=s88-c-k-c0x00ffffff-no-rj,False,True,1607821757.568959
UgxJ-XC5AY65QOZk-5h4AaABAg.8uDOqPjoi4T93zqD0stdu6," @katerinaloizou3485  no. By the way who is that in your profile picture? Anyways I just am excited for Iron Man 2. Whenever if comes out. Hope he doesn't ""die"".",4 years ago,@scuproductions,UCFqBjQEjyKVujYGDAOXacyA,0,,https://yt3.ggpht.com/tSJiPN6XDbG8ufyVxDsysMgSWKs71jB92GxSNHMphnTpPSxmDfdcFfotcZdj9bkH8RRPi4os0g=s88-c-k-c0x00ffffff-no-rj,False,True,1607821757.57092
UgxkBYb3kAUG0WIwaKN4AaABAg.9QqAhiEVZP09lEv8U6i4Ek,"Why do I get the feeling that now that the DCEU is being rebooted, they are going to steal that iconic tagline and use it for a future solo Cyborg movie? 😓😓😓",1 year ago,@TroyDyamondWilson,UCeWl-iFPR_5TYIwiAcULxPg,5,,https://yt3.ggpht.com/VU3ytPLJ58E7muKGE7Gdm8UO44lbAOwNopzPmzXmSvBNApXszVXlpyaDfAWmaLxSseuqH9wclQ=s88-c-k-c0x00ffffff-no-rj,False,True,1702429758.75431
Ugz9VGsDUNGO8baPJTB4AaABAg,The editing of trailers also have changed a lot. They basically gave away the entire movie chronologically. But damn still one of the best marvel movie!!,5 years ago,@mathavraj9378,UCr9TG3_46JHNBHSVhuJ1Dvw,67,3,https://yt3.ggpht.com/ytc/AIdro_kZl59t2I-9aEtGHWE3Jo3-KopTCMhRe_WmOr9IXkSnEA=s88-c-k-c0x00ffffff-no-rj,False,False,1576199359.150931
UgyFxVvotnL9eXtmaYh4AaABAg,Kids will never know what it feels like watching the entire MCU unfold over 12 years and waiting for the next film to come out.,3 years ago,@Mf7d89,UCV3X4CfXv3z1OBlZmgqAeNA,160,4,https://yt3.ggpht.com/ytc/AIdro_miP2TbGGf56k8WKTe9FeBSrnsx6FmuoA8QrL5SXqcLnNQ=s88-c-k-c0x00ffffff-no-rj,False,False,1639357759.154931
Ugzzg3tk3G1MprQ3pVx4AaABAg,"As of now, I’m a 27 year old man. Back in 2008 this movie blew my mind and to this day Iron Man/Tony Stark still remains my all time favorite super hero.",6 months ago,@benmorgan8890,UClIs9wN_Y-f-Bfxni1Zz0lg,1,,https://yt3.ggpht.com/ytc/AIdro_nfE-5osmPN2pe5Epvg4dvZzcM-8PMDtxIUk89i5eo=s88-c-k-c0x00ffffff-no-rj,False,False,1718237359.171925
UgzCWVScXArEfuWxkLF4AaABAg,"Iron Man 1 was so good, I remember going to watch it with my friends, I was in 7th grade at the time, we had no idea what to expect, the movie was absolutely amazing, Robert Downey Jr. was born to play Tony Stark, the post credits scene with Nick Fury talking about the Avengers initiative blew me away! now to look back at this movie, and what it started feels surreal man! The beginning of the MCU 👏👏👏👏",1 year ago,@anasshahid224,UCRWKz5YYl24Ag7dZXHWLncg,9,,https://yt3.ggpht.com/Al3fNgEu67Hf_ftPrWbv7rEgaH-AdW5qVVwlQqEGMeQa5ehJW4ExJc1z-alEA0gMP7U-wbbZ=s88-c-k-c0x00ffffff-no-rj,False,False,1702429759.172925
UgzuT1lq4YqmJ3Oaqwh4AaABAg,They way they play Black Sabbath towards the end is what made this trailer one of the best in the MCU,4 years ago,@dustinlong4370,UCon4TLwEaOKa06ws2L3JhOg,14,,https://yt3.ggpht.com/RjTdQzzbv7DxwgW3ALBPI56-cFcs8v1dj2agLgiRSO-_ZbVxPyzNqnGtkM5e2VqsyQyiauCvdg=s88-c-k-c0x00ffffff-no-rj,False,False,1607821759.175926
UgzM8qUBa-6uvJUBA_p4AaABAg,"Looking at infinity war and all the movies from the last maybe five years, iron man definitely is such a different film. Then it was revolutionary and it still is.",5 years ago,@nherrer98,UCH_kKZSHkP8Q0C3kA_ySnTw,15,,https://yt3.ggpht.com/ytc/AIdro_kBd9bt2qdlpcpz_UZRcsaI9p8i9exw1C75Udwwc9SQtCA=s88-c-k-c0x00ffffff-no-rj,False,False,1576199359.176926
UgylEE1Ft_XT219Ulrp4AaABAg.96ZgrNdLNuV9eh20Sc_fDR,"At the time iron man wasn't a A-List superhero and Robert Downey was known as a crackhead, they had to make a good trailer or else",2 years ago,@_ripVanWinkle_,UCSI9bUYBOFSFcArMl_6kcsQ,2,,https://yt3.ggpht.com/1y3YAYGVcFGles4VGwqQzYpQFmsNkZC2iGscE05RcUztriPKKIl5Fn7W_0lqrNkD-xU19OTB8w=s88-c-k-c0x00ffffff-no-rj,False,True,1670893759.636577
Ugw_oVZh6mi44nOpdz54AaABAg.950kvr3UrVQ9Sy0MjSot64," @nicolasb7795  Really? A Captain America movie? I can’t see that working out well. Just imagine if they did a Thor movie though, that’d be dumb.",3 years ago,@jonathandelgado3755,UCb6LJNW_JjP6q_ThWQWrMuQ,8,,https://yt3.ggpht.com/ytc/AIdro_kpg_yB2lfTq7kEhkJGTHbUDPwW1MlHEw5Nhkt3h1S2a5g=s88-c-k-c0x00ffffff-no-rj,False,True,1639357759.908158
Ugw_oVZh6mi44nOpdz54AaABAg.950kvr3UrVQ9W1MBWtubDB," @user-by4nd5yg8e  eh, i feel like they'd need to elaborate on iron man a bit more after that crossover
maybe thor and captain america too",2 years ago,@jockeyfield1954,UC9CGgWOTa0eXQTjoc2KqdMQ,4,,https://yt3.ggpht.com/ytc/AIdro_kZKjetJ6LaDwC39wN5DI-SAeXPZNH4_HJF2IWkcWaAb9r3=s88-c-k-c0x00ffffff-no-rj,False,True,1670893759.911157
Ugz9VGsDUNGO8baPJTB4AaABAg.8uPNgxUiG1B9FAPYNXjhtK,"This isn't the original trailer, this looks more like the DVD release trailer rather than the theatrical trailer. This is the original theatrical trailer, you'll see they give a lot less away, DVD trailers can get away with showing more because many people have already seen the movie.",4 years ago,@JMan9191991,UCgDHOMu_SkzqNamMgvQL9Vw,2,,https://yt3.ggpht.com/ytc/AIdro_mjhXQKINkoghmo1Rscn-Jnf50v0CMilvMlr9l228yyKw=s88-c-k-c0x00ffffff-no-rj,False,True,1607821760.375422
Ugz9VGsDUNGO8baPJTB4AaABAg.8uPNgxUiG1B9LcJ8yaIflx," @JMan9191991  are you sure about this? Because I remember seeing this or something like this at the time the movie was coming out, featuring Cochise and Black Sabbath. I remember the trailer being very transparent as well. There was definitely more than one trailer at the time of release because I also remember seeing the more traditional version that revealed less and thinking to myself, where is the one with Cochise??",3 years ago,@artbymiwsher,UChpdCPBeiUYU4_S7hAz9KvQ,0,,https://yt3.ggpht.com/UYFShj7WihbeJYCceo7UtuL7ZllHKj2TSGsRQEhkQCL7G-myhtbgd3qRZDPfK0MuFVUwobnK=s88-c-k-c0x00ffffff-no-rj,False,True,1639357760.376423
Ugz9VGsDUNGO8baPJTB4AaABAg.8uPNgxUiG1B9MxNOjWvSiV,I think its because we've already watched the movie. If we we were watching this trailer before the movie we wouldn't have any Idea abt the movie.,3 years ago,@danielsabu2981,UCVKRx4MsT2cajR1WAsQYpRg,0,,https://yt3.ggpht.com/ytc/AIdro_nGGsjK1owP_czbrv8yfO-dvvM-wdXNVMtngY2g2F2I6w=s88-c-k-c0x00ffffff-no-rj,False,True,1639357760.378424
UgyFxVvotnL9eXtmaYh4AaABAg.9I7cYxRcLBo9h_noInS15x,"Fr I feel jealous about new MCU comers sometimes. They can just watch the whole Infinity saga right now. It's at their disposal. However people like me had to wait ten years in between iron man and endgame. They will never know the anticipation, hype and struggle waiting for these movies to come out. Especially in between Infinity war and Endgame. That's all anyone was thinking about in 2018 and 2019",2 years ago,@eianblosch3341,UCC8xVdKcj8VvP72Q-w1i1Vw,12,,https://yt3.ggpht.com/7Lzl4w7i9AHUeBqOtpBwei6x8LG8g0Jt_LFiQQxhrOKLxE9sSm4fVTpQqZJG0dD1GXWUXHLp2Q=s88-c-k-c0x00ffffff-no-rj,False,True,1670893760.814271
UgyFxVvotnL9eXtmaYh4AaABAg.9I7cYxRcLBo9jFGGHPxxth,I'm proud that I am a kid and got to watch the first ironman and everything else that came out. Really makes my childhood,2 years ago,@jasoncarrillo48,UCrvU05tYnk6njjHk0Zwo1wQ,2,,https://yt3.ggpht.com/Qgvvjyf2f0kfQDAhExrTCITkWVqT82TOB8wFmXjMsEhREyra93mSPnAjew_Ye7ufQ9WEyBzx=s88-c-k-c0x00ffffff-no-rj,False,True,1670893760.815269
UgyFxVvotnL9eXtmaYh4AaABAg.9I7cYxRcLBo9lSAlfApAxP,"With the multiverse saga, people will still know what it’s like to watch it unfold and a story slowly come to fruition. When the multiverse saga ends in 2026, 2027 kids will know. Until the final saga, the emotion of watching day one to the end credits will still feel the same.",1 year ago,@Allison_XypprZ,UCc46HSrwNwnv7DRLL4ya5pQ,2,,https://yt3.ggpht.com/OlGeSWv9D2fQ9-25_suLHiIgxMlRh4SDu4iu6yAP2KTJ0Z1llrR13a0Hp4pOM3KoXwN-2uoKgg=s88-c-k-c0x00ffffff-no-rj,False,True,1702429760.81727
UgwVJswxUMnL9xo_pA94AaABAg,"We have come from a long way...

... I'm with this franchise 'til the end of the line.

Edit: Alas, the end of the line turned out to be Endgame.",6 years ago (edited),@rogerkincaid931,UCmMBIP6gALJXEux3Mdugb9Q,238,7,https://yt3.ggpht.com/ytc/AIdro_kLkVQGqQYLFQTPFuTwrRUrBuTaG5o6AX1PuXuiukg-NQ=s88-c-k-c0x00ffffff-no-rj,False,False,1544663362.176058
Ugy-ucYyMenWfqZ_bd14AaABAg,Every single second of this movie feels to be made with so much heart and care.... Something sadly absent in most of those today,2 years ago,@nerds3k,UCGMcfzyQHwH1sTEbqZ3kkyQ,3,,https://yt3.ggpht.com/SYnIq3AZJzOZSKKwJzacRe6TkvOo9igcY8EZ7zq7OFOQbj_IXy2dTKUwuC6oVyN73JIFw-aGNbw=s88-c-k-c0x00ffffff-no-rj,False,False,1670893762.178026
UgxEph38abLfhFeLP594AaABAg,"12 years ago today, the Marvel Cinematic Universe was born! Iron Man led the charge! We love you 3000, Tony!",4 years ago,@jairbear619,UCNz41R1WMTmnROYFpFrzcDQ,6,,https://yt3.ggpht.com/ytc/AIdro_n4Sv_VQQOw_grbJTFdRq-RnBcQV4zVnTkAdHDofAhY0BBmn7igkzmdIiYYniWMpQV9O4Q=s88-c-k-c0x00ffffff-no-rj,False,False,1607821762.179057
UgwJrr-YufNh-ollLSV4AaABAg,Seems like a good movie hope they make an entire universe full of superhero movies for over a decade and at the end make one of the most anticipated crosovers with all the movie characters combined. That would be awsome!,4 years ago,@kaan9510,UCDgNSry6EyWL0pA-DQ_Co-A,37,,https://yt3.ggpht.com/lKMAUev1u_DmsWtsbqQVl9cFL1dYG6sjGAHzLU1IIMRCdSpftnMdIE5q28qC0k4KjPXx1xOVjQ=s88-c-k-c0x00ffffff-no-rj,False,False,1607821762.180062
Ugxqcyhbpnj14RXrtpN4AaABAg,I'm here after watching the trailer for the multiverse of madness... It's incredible how it all started with one man,2 years ago,@lincoln2324,UClGN7cacls2SWT2MOT03YuA,8,,https://yt3.ggpht.com/ytc/AIdro_ko9hVqfnqjMVUczcC3ktXnhvVMArXX9pRqaDmZz2Ehlg=s88-c-k-c0x00ffffff-no-rj,False,False,1670893762.185061
UgywAynjslkQWefjhx54AaABAg,"I saw this knowing NOTHING about Iron Man and did it cuz I loved the Spider-Man, X-Men and Fantastic 4 movies at that time and I walked out loving it and most of what’s come from this now 16 year old cinematic universe.",6 months ago,@ytuser_3122,UCpJ-3CXR1jSsn2HjvOuPHYA,3,,https://yt3.ggpht.com/2DLf9Cq-9iRNWPCn6I-vt_6i7z-tmBF-fTbesIOvUQy0P_qcAeUo71VZhAvu-GrVdeCg1CTqGxM=s88-c-k-c0x00ffffff-no-rj,False,False,1718237362.186059
UgweH0rESWtU8I1_cil4AaABAg,"The excitement is what brought people to the MCU. That’s long gone. And the fans are long gone. This movie is a gem. Not even made by Disney. It’s like the Blade franchise. This is Marvel, not Disney. Not anymore.",11 months ago,@michaelsuk6440,UCgTGhJJmSVINC59fD_Jwzew,0,,https://yt3.ggpht.com/ytc/AIdro_lzu9fx-bpKV8lEDMYUPCP3rcYhID3zSMLR_vNJcOsvaks=s88-c-k-c0x00ffffff-no-rj,False,False,1705108162.194029
UgwJdGfAInJJ_2sezVN4AaABAg,that ending shot in this trailer where Iron man walks away with that tank explosion is beyond epic!!!,4 years ago,@deansamos7372,UCKhIBsPYa-NYb7FvjpVLH6A,28,,https://yt3.ggpht.com/ytc/AIdro_koRtQTuIwjQ4FP3RZVg1uE66PaOdUeqFgH8lWkw-1bt37GjlJuRBJ7yTL7l5mFm3VeNQ=s88-c-k-c0x00ffffff-no-rj,False,False,1607821763.077017
Ugx6nWbgDp-646PXMVR4AaABAg,"My first time watched Ironman when i was in the high school and last time i watched GOTG Vol. 3, i'm 30 y.o. with master degree, time flies so fast",1 year ago,@streamspoart2671,UCXqrndjr380_1eOl82a8pdQ,1,,https://yt3.ggpht.com/ytc/AIdro_m5cqeFu4NZWkMKTK1iROui8HfbYlNjb1rff5W8RI8=s88-c-k-c0x00ffffff-no-rj,False,False,1702429763.087987
UgzGK30OC_8Ye0ehPsR4AaABAg,"I remember right before this premiered I was so hyped reading Spiderman, Iron man and Avengers comics before most knew who they were aside from Spiderman",3 years ago,@donlewis4375,UC79FU0ESyjzoB0XFNThROWA,5,,https://yt3.ggpht.com/ytc/AIdro_mmSAZi9C8QhIhlG5snzPwPFwJp0BXo0yTNpPbkO-5KCQ=s88-c-k-c0x00ffffff-no-rj,False,False,1639357763.09202
UgwUpjy1ckdqIGW4HJN4AaABAg,I wanna time travel back to 2008 again when I was a kid because I miss when Marvel was good and fantastic since my childhood.,1 year ago,@jacobgarrity651,UCXnISfI3cEuYmvWHwZR5abA,1,,https://yt3.ggpht.com/ytc/AIdro_mt_NP8jvb0TurdkUMiek6vfznnTb-Eg0EZRQSmfi4=s88-c-k-c0x00ffffff-no-rj,False,False,1702429763.094021
UgyfTlJhVkIgthCVQI54AaABAg,"Still my favorite MCU solo film. I really wonder how they MCU would have been if it stayed with this tone throughout the entire things even up until now before Disney bought out Marvel. I mean sure it's cool we got the biggest superhero team up ever with Infinity War and Endgame buy after phase 1 it became more kid friendly with jokes that coveted half of each movie. This is why the best Solo movies in the MCU is Iron Man 1 and The Winter Soldier, Thor Ragnarok is great but it's more of a comedy than anything",3 years ago,@POPINCONEJO88,UC2-_I1SK5-tvJ6U4gR3ku9Q,14,3,https://yt3.ggpht.com/ytc/AIdro_mm1pLyb_yc540cJLDh2SNItWzb3GEQHnHIFMhHCyHCFQ=s88-c-k-c0x00ffffff-no-rj,False,False,1639357763.102047
UgwKU0D2HvWUdFYLm914AaABAg,Reminiscing on how far we’ve come. Like damn. I was 7 when this came out and I’ll be 25 when Secret Wars land😭MCU and Star Wars have been my childhood,2 years ago,@fernandojuarez329,UCLo7yP10aQAnwNCHPX9PgPg,2,,https://yt3.ggpht.com/qiYuUmrxdyJNqWD3aF1TMX6K4OLjJTXmhUh4JSszqI-J3BULVYLt63BFXAaNkOY5yG7e2ISMZQ=s88-c-k-c0x00ffffff-no-rj,False,False,1670893763.10407
Ugzly-5pA5UXUQrIeH54AaABAg,"The Infinity Saga starts here from Phase One to Phase Four.

Phase One:
Iron Man (2008)
The Incredible Hulk (2008)
Iron Man 2 (2010)
Thor (2011)
Captain America: The First Avenger (2011)
The Avengers (2012)


Phase Two:
Iron Man 3 (2013)
Thor: The Dark World (2013)
Captain America: The Winter Soldier (2014)
Guardians of the Galaxy (2014)
Avengers: Age of Ultron (2015)
Ant-Man (2015)


Phase Three:
Captain America: Civil War (2016)
Doctor Strange (2016)
Guardians of the Galaxy Vol. 2 (2017)
Spider-Man: Homecoming (2017)
Thor: Ragnarok (2017)
Black Panther (2018)
Avengers: Infinity War (2018)
Ant-Man and the Wasp (2018)
Avengers: Endgame (2019)
Spider-Man: Far From Home (2019)


Phase Four:
Black Widow (2020)
The Eternals (2021)
Shang-Chi and the Legend of the Ten Rings (2021)
Spider-Man: Home Run (2021)
Doctor Strange in the Multiverse of Madness (2022)
Thor: Love and Thunder (2022)
Black Panther II (2022)",4 years ago,@efrainjunior2409,UCynR3H_Kk1Hs3WMPlDLPdrQ,4,2,https://yt3.ggpht.com/ytc/AIdro_k1N3-Bq7gNaYXfp3C1KuLArXS77DLfD_lhsrSqZpHsl_Y=s88-c-k-c0x00ffffff-no-rj,False,False,1607821763.105068
UgwOCFk0ge4qtd57vIZ4AaABAg.9Bg9J4Og-ij9FsVoB4KRp1,Yea man. The Marvel Cinematic Universe has literally been apart of my Childhood. Really love the first Iron Man movie as a younger kid.,4 years ago,@warknightxl2167,UCfqAA-IN2CbtuvuSiVQFjbw,2,,https://yt3.ggpht.com/ytc/AIdro_njaPYAgNhVKvqFDg9NuAgkKMwXWZKPrNNT13RNo0JXk5w=s88-c-k-c0x00ffffff-no-rj,False,True,1607821763.51803
UgyfTlJhVkIgthCVQI54AaABAg.9OJDnTcuCPy9VfR_B-bFby,You do know winter soldier was made by Disney right? Also Thor Ragnarok was away better than the 1st one which wasn't made by disney,3 years ago,@brandonv6905,UCdWjvYV7aDfURnMZdi43M0A,1,,https://yt3.ggpht.com/ytc/AIdro_nvM71ZpqkmVs2lIR85JClDbSpLanoBVpD85WjwKBvJwQ=s88-c-k-c0x00ffffff-no-rj,False,True,1639357763.731169
Ugzly-5pA5UXUQrIeH54AaABAg.98wFkjj5v0f9F4CQuSNJy-,"Oh ok. Second, does he already know that the Infinity Saga is finished already? Phase four is NOT part of the Infinity Saga.",4 years ago,@vloggamingmaster9730,UCB1IwGLizz5zt9bxO-wYEDw,0,,https://yt3.ggpht.com/ytc/AIdro_lcTO0JDsGG4dAyUxfUSyfcqBDpZY5qnOTr82nHGCs90bE=s88-c-k-c0x00ffffff-no-rj,False,True,1607821763.986842
UgzbDllCW2ZkCfz64Dd4AaABAg,"Holy crap, it’s been so long that I had forgotten that the trailer literally gave away the entire movie.",7 months ago,@Erdrick68,UCOIRLg0pUBzKCL0tLqktNFQ,2,,https://yt3.ggpht.com/ytc/AIdro_mn3X0etf2F2SbWMBEhVxKCHLSLjhPDI7XnIYRBeLI=s88-c-k-c0x00ffffff-no-rj,False,False,1715558964.381562
UgzspbtOdTfaOVTqVsl4AaABAg,"Show of hands for those of you like me followed this straight from Ironman to Endgame..from the first I am ironman to the last i am ironman..
Some people forget..some people move on..not us
Not us",4 years ago,@dcdodo2323,UCzS7dMj8NjfocVNEWBd7o_w,17,3,https://yt3.ggpht.com/ExUrhPlI_F2DXWyZrwHbTYAiL_-6Wii_fleUT-jGeFLaOohPz_tEAkIosdtHCK4pkK9AeD4foL0=s88-c-k-c0x00ffffff-no-rj,False,False,1607821764.384559
UgyGY19dZ1724AcSnMd4AaABAg,"Thank you disney+ for streaming this and iron man 2 and iron man 3 now i csn watch them fot 1,000 more times😍😍😍😭😭😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍💁🏻😏❤️",4 years ago,@jennifertran70462,UC50QEGaTuKF-a-br8Y6XEHg,3,,https://yt3.ggpht.com/ytc/AIdro_nSdT_QR5a-69jjsokN4n5x1whxAaZehobLho2nCY8=s88-c-k-c0x00ffffff-no-rj,False,False,1607821764.385558
UgxSjd-dlXNN7bJN7754AaABAg,"cant believe the library of congress preserved this movie in the national film registry for being ""culturally, historically, or aesthically significant"". amazing",1 month ago,@MisterAhmad89,UCJQdjVGw38psuvgLRm9-Rww,1,,https://yt3.ggpht.com/ytc/AIdro_k489dbUjVHiavMXCVBLGMHjuZ1MbGhFgMATRJyE25ZAk1KhQl3s6Hf7REnBDXFhbKjBA=s88-c-k-c0x00ffffff-no-rj,False,False,1731460164.393559
UgzetpTd6JKBVsYPhpZ4AaABAg,To you whom has come back to this masterpiece that started everything 12 years ago i wish the best of luck and hope they get rich❤️🍀,4 years ago,@e4411,UCBLlLv99INUYQ7Qy-wJFI4w,8,,https://yt3.ggpht.com/ytc/AIdro_lJEDObGt2goqyrhRmXZrxKt6s4GamRhaCLnfFaIEllQNA=s88-c-k-c0x00ffffff-no-rj,False,False,1607821764.394565
UgwKqIK1eUQ-x3ralbF4AaABAg,"The film that was the beginning of the path of his comeback, Here’s to Oscar Winning Actor Robert Downey Jr.",9 months ago (edited),@calebcold3,UCMsL-BIHU_EEC0N2ZOP_NKg,1,,https://yt3.ggpht.com/XWGA15Atc1eyR3G3UiV4tVsDh5YzrreUuRCd-JBNQmHmmkofmE11n4E29xgvWFS5KXkTrpAs=s88-c-k-c0x00ffffff-no-rj,False,False,1710288565.291385
UgwGKylaxf0Tb6KZO2p4AaABAg,"Tenía solo 5 años en el 2008 y era feliz y no lo sabía, hubo muy buenas películas en ese año como wall-e, el increíble hulk, kung fu panda, el caballero de la noche y iron man",4 years ago (edited),@nixco4894,UCjTDAX4hIz0-5FmyzAeLT6g,6,,https://yt3.ggpht.com/WNGUiVP0plxteChIPldsBmHY9NQCFXQO4Gek_4EQNrJUrBnpSXNcEoY_VIzwhZMoS_JHCK1Wzw=s88-c-k-c0x00ffffff-no-rj,False,False,1607821765.292386
UgzEL5Nr1tOGvxFbmJx4AaABAg,lmfaoo in hindsight they made iron man look like some wacky comedy-action movie and i can't stop laughing at how much i grew to love this man,3 years ago,@JL-zo1wd,UCq4z-uJeYLUVi7Ur-pRjUXA,2,,https://yt3.ggpht.com/ytc/AIdro_l_rc4bUQN0sEwfakmnzp25O2sQJU4-m5miGrb_r1prkQ=s88-c-k-c0x00ffffff-no-rj,False,False,1639357765.295387
Ugymspjq9hj4I-GWCwB4AaABAg,"2007 was a rough year for comic book movies, and Iron Man is a B list character in the comics.
Could be a decent movie. But I think people are tired of comic book movies and this won’t have much of an impact on this genre.",2 years ago,@gor9027,UCKjOslUWpN6_4CbZJrKfMJA,1,,https://yt3.ggpht.com/ytc/AIdro_moj_xsyBRskGnA0Km8Y8DosYAapALYMK_8CIsfHX0=s88-c-k-c0x00ffffff-no-rj,False,False,1670893765.298384
Ugw4zCTXPJa1Ks7uYIR4AaABAg,"This movie is brilliant, this and The Dark Knight helped save superhero movies in the 2000s, in the 2000s superhero movies we’re going through rough time. X-Men and Spider-Man had a very terrible third movie, and there was other silly trash like Ghost Rider and Fantastic Four that didn’t help. But then this movie came around, and boy was it something.",3 years ago,@blunew467,UCxsGb6wzifmY5o_dudmx0kA,5,,https://yt3.ggpht.com/_sYWG67dYbT3qkp1Nr21MJV6EzC5t1-22HVvbh2FIjX0ML_eiEYQL-nXYU7MCNbRZC0CcvEJhw=s88-c-k-c0x00ffffff-no-rj,False,False,1639357765.302402
UgxnQlBsKzMFyQp0tfd4AaABAg,"I get shivering chills when I'm returning and watching this again & again & again for billion and trillion times. Yep, Robert Downey Jr. portraying as Tony Stark aka Iron-man is where he built the armour & MCU's Marvel Studios. 💯💯💯💯👍👍👍👏👏👏👏💪💪💪",2 years ago,@klloydplata4098,UCLJgjhwzkAuDBlk4GFaX8qw,1,,https://yt3.ggpht.com/ytc/AIdro_m9dwHN34aAkSW4JYTNYdefsxtWq5MgMp23gOWgpwrlfQ=s88-c-k-c0x00ffffff-no-rj,False,False,1670893765.303399
UgwHCn4f-kEgICqEjq94AaABAg,"Wow if this does okay, I can maybe see a sequel in the future.  Could you imagine if Marvel made other titles like this though?  Don't mock me, i can dream.",4 years ago,@SequentiallyCompact,UC-9Hb5qYb_qHOQ6jWUVaNeA,8,,https://yt3.ggpht.com/ytc/AIdro_mXDXqW8xMJnvltresRiqCD-35ESnBBsAeVFKp8-V3fWw=s88-c-k-c0x00ffffff-no-rj,False,False,1607821765.306398
UgyeHWToyALfBmLWdPR4AaABAg,"If you see this comment, you're not the only one who misses old Marvel. Just the line, ""There are rumors going around that I'm parading around as some sort of super hero."" Is nostalgic because there weren't many around at all. Now, there are TOO many. The idea of someone becoming a superhero isn't special anymore because now, everyone is doing it. Anyone dumb enough to commit crime during this period in Marvel, where there's literally a superhero around the corner, deserves to be caught.",1 year ago (edited),@PlaytimeTM,UC6wbDmd6Sj86ewecDxqZbUA,1,,https://yt3.ggpht.com/txrdJRN7XjGE-E9p-kczutpqa9jil3KcIIYabmi_6JcZBuDAKx3Fb9BAc-Opoqt4FGNcl2Xitw=s88-c-k-c0x00ffffff-no-rj,False,False,1702429765.309396
UgymmOx1SJserZZiMdZ4AaABAg,"2:14 2:15

I was seven years old when i saw this movie it didn’t just become epic it became the birth of the Marvel Cinematic Universe",9 months ago (edited),@OptimusPrime298,UCJo8Zx0oNAXtLyLWn6gSi8g,0,,https://yt3.ggpht.com/9zJmbY709iccZWCkblorWJi15KdS6OmXa50OQyfJz5br6wi3RpDMVPA60m_1YTi7ONFQ1zFHY0Y=s88-c-k-c0x00ffffff-no-rj,False,False,1710288566.339416
Ugxa2Gn4PFHXvCXf-ux4AaABAg,"Iron man (Robert Downey Jr)
Spider Man (Tobey Maguire)
Captain america (Chris Evans)
Thor (Chris Hemsworth)
Hulk (Edward Norton)
Wolverine (Hugh Jackman)",3 years ago,@manassesnascimento4483,UCqBTprXnQ3Dr9TZ02H4Kp5g,2,,https://yt3.ggpht.com/T_ykyv2RPbMCZoHTIKmRdvlkZzeJat8aseD497EOvZuD2EN1y-NYqebV8IRT7GAiHEwPryvS=s88-c-k-c0x00ffffff-no-rj,False,False,1639357766.348448
UgxXWDRr6PW_u0d0FLV4AaABAg,Re watching all of the MCU movies after watching the MASTERPIECE that is Spiderman No way home To get ready for the next THOR movie and Doctor strange 2 as well as I haven't seen the Iron man movies in a few years and I wanna re live Robert's journey as Iron Man all the way thru Endgame,2 years ago,@Funeillusion,UCflNleRLfLbbGmeVT9QOL5g,1,,https://yt3.ggpht.com/ytc/AIdro_kBU7uA6lIZZEFphhckN-vBpBMnE0G157nI2YGwO6qn1-M=s88-c-k-c0x00ffffff-no-rj,False,False,1670893766.349448
Ugya7r0x8MMBV8XHsB94AaABAg,"No way home is awesome but without this guy and other original avengers, the future mcu movies doesn't look good",2 years ago,@dipendraverma2955,UC3sCyCInzTu5F_LzHghMRKg,3,,https://yt3.ggpht.com/ytc/AIdro_mtO-BjUNLb9ItoOLnW91mUo7fm85bsKuRnG2Wdh78=s88-c-k-c0x00ffffff-no-rj,False,False,1670893766.945581
